tract,med_hh_income,med_hh_income_universe,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037601900,63153,1365,Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,3017,7488280.68261719,11027.7832088272
06037602002,61319,812,Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3018,5727718.81640625,10581.8215363547
06037602003,47083,1231,Very Low Income,Yes,Yes,Yes,District 2,City of Inglewood,SPA 8 - South Bay,3019,6730802.56738281,10333.1948953785
06037602103,34483,1709,Extremely Low Income,Yes,Yes,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3020,8985975.41601563,11937.6794814102
06037602104,54321,1719,Very Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3021,7983084.54785156,11593.0671798024
06037602105,51754,1266,Very Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3022,6842892.30078125,10462.7491133298
06037602106,59360,2174,Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3023,8816440.73144531,13275.3931852255
06037602201,125575,1535,Above Moderate Income,No,No,No,District 2,Unincorporated - Del Aire,SPA 8 - South Bay,3024,17869424.3291016,19353.2920395839
06037602202,82472,917,Low Income,No,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3025,4955122.671875,9580.40845983759
06037602301,106488,1927,Above Moderate Income,No,No,No,District 2,Unincorporated - Wiseburn,SPA 8 - South Bay,3026,19163723.9160156,19200.4013189939
06037602302,137051,1736,Above Moderate Income,No,No,No,District 2,City of Hawthorne,SPA 8 - South Bay,3027,21009975.5761719,22619.8470046019
06037602402,82917,1907,Low Income,No,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3028,14116815.5947266,17027.5226129082
06037602403,61382,1508,Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3029,6321159.53808594,10061.295545567
06037602404,49038,1760,Very Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3030,6950852.01367188,11175.3980036597
06037602504,47357,1730,Very Low Income,Yes,Yes,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3031,3455759.32128906,7905.25418604582
06037602505,46202,1516,Very Low Income,Yes,Yes,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3032,3484787.56835938,7912.83507417977
06037602506,48735,1625,Very Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3033,3486330.84179688,7897.2542932693
06037602507,53044,1815,Very Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3034,3475129.10839844,7912.08799601715
06037602510,37813,1069,Very Low Income,Yes,Yes,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3035,3499786.67871094,7934.27861424752
06037602511,50556,1420,Very Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3036,3781576.94726563,8374.22776016432
06037602512,74228,601,Low Income,Yes,No,Yes,District 2,Unincorporated - Hawthorne,SPA 8 - South Bay,3037,3145518.14550781,7641.4634590943
06037602513,51500,518,Very Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3038,19444024.9628906,21159.6271808489
06037602601,70125,1654,Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3039,13982492.7480469,15873.8024251267
06037602602,50491,1099,Very Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3040,6988441.27539063,10566.780582067
06037602700,91484,1222,Low Income,No,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3041,26741270.9814453,21485.9075411279
06037602801,31477,1259,Extremely Low Income,Yes,Yes,Yes,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,3042,13492811.5126953,15760.447396626
06037602802,76810,1320,Low Income,Yes,No,Yes,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,3043,14412133.2138672,16013.2096293316
06037602900,59375,1373,Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3044,30106415.8769531,27254.9326058834
06037603004,63029,621,Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3045,2438807.34375,8205.62061625655
06037603005,61438,1963,Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3046,7010468.77441406,10584.6085300634
06037603006,75756,782,Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3047,7390683.05371094,10957.6421241135
06037603007,58715,1223,Very Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3048,7207514.77929688,14307.4546567801
06037603008,51304,1140,Very Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3049,5025206.2109375,10814.9240859284
06037603101,57568,1488,Very Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3050,9488447.9765625,12618.0128086367
06037603102,62527,1167,Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3051,8013876.79101563,11371.0015759053
06037603200,82237,1268,Low Income,No,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3052,12283479.7275391,21847.6417374379
06037601801,41890,852,Very Low Income,Yes,Yes,Yes,District 2,City of Inglewood,SPA 8 - South Bay,3053,5234143.03320313,10548.0233136592
06037603301,63362,1350,Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3054,10497573.2587891,14152.6840473093
06037603302,53173,1585,Very Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3055,12228413.0742188,15265.2986007505
06037603400,66786,1444,Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3056,12212980.8388672,15582.4220506748
06037603500,93361,857,Low Income,No,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3057,8549668.77050781,13077.623011321
06037603600,77865,1377,Low Income,Yes,No,Yes,District 2,City of Gardena,SPA 8 - South Bay,3058,10083412.03125,13097.1005143995
06037107020,80739,1230,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,3059,10674902.7763672,14598.5940419334
06037108101,141250,773,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,3060,12266855.5654297,14442.5173721994
06037108102,109091,1148,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,3061,23081370.9990234,18310.673940999
06037108103,130585,1000,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,3062,27776643.046875,35922.7260798978
06037108104,150125,575,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,3063,9009471.14160156,14606.2062077053
06037108202,135603,2872,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,3064,64178248.4638672,35709.8831355137
06037108203,128646,1130,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,3065,14381515.4912109,16269.5127036229
06037108204,125536,629,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,3066,16049102.4570313,21734.9878647895
06037109100,70000,864,Low Income,Yes,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,3067,29181021.1025391,26282.8040347259
06037109200,111293,1004,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,3068,10956303.3769531,15922.3280802301
06037109300,96339,959,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,3069,13116617.7978516,17334.5085745446
06037109400,83986,1151,Low Income,No,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,3070,13685638.0429688,17525.934223217
06037109500,53594,1027,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,3071,12907395.8837891,20454.3625085122
06037109601,95820,1346,Moderate Income,No,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,3072,24327553.3310547,20047.865011295
06037109603,65060,1299,Low Income,Yes,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,3073,10751151.0771484,13424.2796976845
06037109604,91776,891,Low Income,No,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,3074,12653709.8955078,14351.5983047844
06037109700,103153,1451,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,3075,17187332.4287109,17925.4026288901
06037109800,87750,1519,Low Income,No,No,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,3076,15020694.4931641,16573.9834328904
06037111100,107386,950,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,3077,11389460.5732422,13559.3841736023
06037111201,102266,1061,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,3078,20422124.8154297,25160.0571679098
06037111202,115799,1853,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,3079,20088990.9589844,20750.4595212889
06037111204,150732,1867,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,3080,35796838.0058594,25671.7621448081
06037111205,67482,1327,Low Income,Yes,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,3081,12510977.3173828,14704.3464082662
06037111206,122014,1423,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,3082,28254587.3808594,24017.9955238269
06037111302,62289,1853,Low Income,Yes,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,3083,16688621.9248047,17841.3257248715
06037111303,98617,1446,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,3084,16839648.4716797,18128.3784563807
06037111304,57581,1258,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,3085,4698362.54492188,8760.47577129816
06037111401,124946,681,Above Moderate Income,No,No,No,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,3086,9088755.9609375,12350.690380632
06037111402,47967,2214,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,3087,10445291.0800781,13232.4831879952
06037113101,108587,1150,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,3088,24470864.6025391,21320.4415956711
06037113102,154514,957,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,3089,39188167.3193359,24707.0824296259
06037113211,93571,1686,Low Income,No,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,3090,78523164.8056641,37624.8664441852
06037113212,94464,957,Low Income,No,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,3091,10616259.8193359,14122.7447933869
06037113213,112222,1714,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,3092,13967351.8974609,16838.9201584259
06037113231,113929,868,Above Moderate Income,No,No,No,District 3,Unincorporated - West Chatsworth,SPA 2 - San Fernando,3093,44809082.1650391,42106.6200250572
06037113232,126424,1492,Above Moderate Income,No,No,No,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,3094,22012355.671875,23299.9135753035
06037113234,61580,1609,Low Income,Yes,No,Yes,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,3095,10966615.4697266,16773.9241021883
06037113235,105333,620,Above Moderate Income,No,No,No,District 3,Unincorporated - Lake Manor,SPA 2 - San Fernando,3096,14701757.3300781,28345.5687204176
06037113237,116696,1593,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,3097,51197742.8505859,36157.5953513131
06037113238,57523,1409,Very Low Income,Yes,No,Yes,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,3098,7593954.89746094,10850.4038664311
06037113239,44698,878,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,3099,4738085.32324219,9738.97758474201
06037113301,84975,1366,Low Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,3100,24238364.2363281,22493.9283676644
06037113303,88567,1265,Low Income,No,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,3101,44020903.9697266,30964.7177926765
06037222001,79082,946,Low Income,Yes,No,Yes,District 2,Los Angeles - Exposition Park,SPA 6 - South,3102,5104919.04589844,9152.50879239033
06037222002,51084,1406,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Exposition Park,SPA 6 - South,3103,7060516.01171875,10841.4699837102
06037222100,61563,1205,Low Income,Yes,No,Yes,District 2,Los Angeles - Adams-Normandie,SPA 6 - South,3104,5152775.11523438,10486.6220182498
06037222200,47955,1264,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Adams-Normandie,SPA 6 - South,3105,5186450.16796875,10532.8428543884
06037222500,57969,1229,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Exposition Park,SPA 6 - South,3106,7020978.22851563,10605.3247975699
06037222600,34493,1669,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Exposition Park,SPA 6 - South,3107,7012275.47363281,10584.986260272
06037222700,,108,,,,,District 2,Los Angeles - Exposition Park,SPA 6 - South,3108,9012061.97265625,13506.6237253264
06037224010,36604,1558,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,3109,8935641.59765625,13793.161805067
06037224020,32713,895,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,3110,13274685.3955078,15194.7454065141
06037224200,36071,796,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,3111,4048361.07226563,8617.78577663353
06037224310,42417,611,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,3112,1829472.2421875,6639.97881226215
06037224320,16471,1155,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,3113,3148559.90722656,8337.93360619919
06037224410,29894,1140,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - University Park,SPA 6 - South,3114,4725219.91210938,10260.6753657762
06037224420,23210,883,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - University Park,SPA 6 - South,3115,3967094.94433594,8686.50040224481
06037224600,46607,790,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - University Park,SPA 6 - South,3116,7717302.546875,11199.3118817496
06037224701,32500,264,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - University Park,SPA 6 - South,3117,2557086.5,7567.39963666438
06037224702,9722,714,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - University Park,SPA 6 - South,3118,4249936.35449219,9717.86746360678
06037226001,34444,580,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,3119,11262506.0888672,19000.4917544779
06037226002,37147,1157,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,3120,27454967.0957031,21360.5903720666
06037226410,38438,872,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Central,SPA 6 - South,3121,3020288.66894531,7061.80101743658
06037620802,131821,1275,Above Moderate Income,No,No,No,District 2,City of Manhattan Beach,SPA 8 - South Bay,3122,13837312.9804688,15788.2904134713
06037226420,43464,1330,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Central,SPA 6 - South,3123,4595354.35351563,8778.89144486758
06037226701,65192,646,Low Income,Yes,No,Yes,District 2,Los Angeles - Central,SPA 6 - South,3124,4036350.90136719,9176.57226799415
06037226702,42217,892,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Central,SPA 6 - South,3125,4406073.59375,11981.4299516604
06037227010,44277,1106,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Central,SPA 6 - South,3126,6216997.72460938,11488.357243906
06037227020,55917,828,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Central,SPA 6 - South,3127,4614952.89550781,8995.56467291075
06037228100,55335,1159,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3128,10984093.9179688,14969.7427789219
06037228210,36214,1038,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Central,SPA 6 - South,3129,4507252.89941406,9082.69698037585
06037228220,45875,955,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3130,3933562.86621094,9102.11900237506
06037228310,44115,1034,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Central,SPA 6 - South,3131,5963185.01953125,10969.7939622292
06037228320,43770,718,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3132,3529045.5390625,9981.91344690457
06037228410,42337,731,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Central,SPA 6 - South,3133,2993552.68164063,7099.98028400651
06037228420,43661,691,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - South Park,SPA 6 - South,3134,2985814.79492188,7921.09523617598
06037228500,36842,1166,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - South Park,SPA 6 - South,3135,4884458.17578125,9075.60805820818
06037228600,53864,1120,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3136,5686621.625,9583.53107138211
06037228710,33704,1028,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3137,4362081.15234375,9256.62522039291
06037228720,49875,1105,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3138,4355249.90625,9244.49435759766
06037228800,40955,1236,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3139,9091598.73828125,12294.3884741702
06037228900,27917,754,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3140,5560833.44042969,9591.92022175595
06037229100,53958,1101,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3141,5110877.33496094,9150.0488569771
06037229200,54481,1168,Very Low Income,Yes,No,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3142,4777352.96484375,8918.16082521378
06037229300,43176,1440,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - South Park,SPA 6 - South,3143,5361360.49316406,9403.79906802267
06037229410,47406,866,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - South Park,SPA 6 - South,3144,5839057.29296875,9706.98716421443
06037229420,45856,1043,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Vernon Central,SPA 6 - South,3145,6294942.09863281,10050.5319248621
06037231100,31271,672,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Exposition Park,SPA 6 - South,3146,9467086.08691406,12847.409904481
06037433804,46581,1104,Very Low Income,Yes,Yes,Yes,District 1,City of South El Monte,SPA 3 - San Gabriel,3147,16180828.0820313,18123.9879205052
06037433901,49621,1359,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,3148,7763236.60351563,11238.8392796693
06037433903,52438,1413,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,3149,9693252.2578125,13208.2179567459
06037434001,51438,966,Very Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,3150,11357758.3222656,16263.7453032458
06037434003,60147,960,Low Income,Yes,No,Yes,District 1,City of El Monte,SPA 3 - San Gabriel,3151,10306616.0820313,15880.497455048
06037434004,71652,731,Low Income,Yes,No,Yes,District 1,City of South El Monte,SPA 3 - San Gabriel,3152,7314010.36621094,11904.1940001252
06037434100,59432,1620,Low Income,Yes,No,Yes,District 1,City of South El Monte,SPA 3 - San Gabriel,3153,26883533.2675781,24141.2748250574
06037460001,194375,571,Above Moderate Income,No,No,No,District 5,Unincorporated - East Pasadena,SPA 3 - San Gabriel,3154,55898764.3291016,48331.6103943827
06037460002,131469,1085,Above Moderate Income,No,No,No,District 5,City of Pasadena,SPA 3 - San Gabriel,3155,16833839.3925781,20910.5191351674
06037460101,136348,2397,Above Moderate Income,No,No,No,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,3156,61611925.7099609,43874.7142585181
06037460200,99223,1797,Above Moderate Income,No,No,No,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,3157,34223676.7558594,26580.5456221513
06037460301,130438,1415,Above Moderate Income,No,No,No,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,3158,53030337.8847656,39458.7960726991
06037460302,68615,1623,Low Income,Yes,No,Yes,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,3159,14120738.3310547,17543.7505490707
06037460401,92917,363,Low Income,No,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3160,58084160.9589844,80640.936184325
06037460501,180417,1658,Above Moderate Income,No,No,No,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,3161,80132856.4003906,56457.9147365513
06037460502,216750,1400,Above Moderate Income,No,No,No,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,3162,27931932.7109375,30109.9124078909
06037460601,144618,1739,Above Moderate Income,No,No,No,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,3163,52699188.4697266,41666.5891371788
06037460700,160565,1508,Above Moderate Income,No,No,No,District 5,City of La Canada Flintridge,SPA 2 - San Fernando,3164,80180946.5068359,43805.6348528166
06037460800,221375,1137,Above Moderate Income,No,No,No,District 5,City of Pasadena,SPA 3 - San Gabriel,3165,72962766.7216797,41639.3713895226
06037460900,78643,1939,Low Income,Yes,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3166,26585435.5253906,24840.9647816098
06037461000,103866,1531,Above Moderate Income,No,No,No,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,3167,19031866.9472656,20734.8373374149
06037461100,99511,1857,Above Moderate Income,No,No,No,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,3168,21043338.3027344,19627.1574781418
06037461200,151375,1692,Above Moderate Income,No,No,No,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,3169,26191845.984375,27476.1948325324
06037461300,78030,2527,Low Income,Yes,No,Yes,District 5,Unincorporated - Altadena,SPA 3 - San Gabriel,3170,20902469.4082031,28238.4997824501
06037461400,67399,1279,Low Income,Yes,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3171,10989542.8330078,15147.3275945338
06037461501,77114,1293,Low Income,Yes,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3172,10807760.3183594,13636.8644196711
06037461502,55590,1825,Very Low Income,Yes,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3173,12616574.5869141,14633.1287189965
06037461600,80231,1810,Low Income,No,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3174,17855749.046875,17782.1740605343
06037461700,137321,644,Above Moderate Income,No,No,No,District 5,City of Pasadena,SPA 3 - San Gabriel,3175,23687036.2822266,27347.5387242204
06037461901,49583,1710,Very Low Income,Yes,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3176,9449256.03417969,13415.3580113214
06037461902,36409,1166,Very Low Income,Yes,Yes,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3177,8983693.04101563,12373.1835899401
06037462001,72250,1245,Low Income,Yes,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3178,5511006.35644531,10802.7239234373
06037462002,29397,1130,Extremely Low Income,Yes,Yes,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3179,5508891.68261719,10785.5804252044
06037462100,64459,1916,Low Income,Yes,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3180,11273053.2763672,13715.5911477549
06037462201,39851,1965,Very Low Income,Yes,Yes,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3181,5766319.34375,9687.05387958061
06037462202,83813,1519,Low Income,No,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3182,6115347.24316406,9952.31738232657
06037462301,63583,1921,Low Income,Yes,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3183,6793086.76464844,10720.6373074528
06037462302,74931,1605,Low Income,Yes,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3184,7563810.20214844,11246.3473311309
06037462400,92500,1526,Low Income,No,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3185,14128500.2441406,15477.1661728449
06037462500,95833,2628,Moderate Income,No,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3186,27792728.9589844,30199.8548767378
06037462600,124438,925,Above Moderate Income,No,No,No,District 5,City of Pasadena,SPA 3 - San Gabriel,3187,11326996.0263672,15505.7893837508
06037462700,68500,2204,Low Income,Yes,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3188,17936278.734375,17398.0230802243
06037462800,86955,1057,Low Income,No,No,Yes,District 5,City of Pasadena,SPA 3 - San Gabriel,3189,12226095.9472656,14971.4860311264
06037462900,104596,1475,Above Moderate Income,No,No,No,District 5,City of Pasadena,SPA 3 - San Gabriel,3190,25101005.7539063,21219.095374987
06037603703,92364,829,Low Income,No,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3191,7027787.93652344,10770.7013111799
06037603705,68611,902,Low Income,Yes,No,Yes,District 2,City of Hawthorne,SPA 8 - South Bay,3192,2958773.62109375,7392.65624946796
06037603706,42927,1074,Very Low Income,Yes,Yes,Yes,District 2,Unincorporated - El Camino Village,SPA 8 - South Bay,3193,3992160.0625,9930.36871514337
06037603801,62866,1556,Low Income,Yes,No,Yes,District 2,City of Lawndale,SPA 8 - South Bay,3194,7167070.50683594,10594.7065769926
06037603802,73602,1139,Low Income,Yes,No,Yes,District 2,City of Lawndale,SPA 8 - South Bay,3195,6832164.53222656,10354.9343678167
06037603901,64886,1264,Low Income,Yes,No,Yes,District 2,City of Lawndale,SPA 8 - South Bay,3196,7982435.90332031,15456.4599374647
06037603902,48258,1162,Very Low Income,Yes,No,Yes,District 2,City of Lawndale,SPA 8 - South Bay,3197,8080918.70117188,12037.5397602608
06037604001,72147,1209,Low Income,Yes,No,Yes,District 2,City of Lawndale,SPA 8 - South Bay,3198,7129745.98632813,10687.071034825
06037604002,63980,1442,Low Income,Yes,No,Yes,District 2,City of Lawndale,SPA 8 - South Bay,3199,6995919.54882813,10360.4049234077
06037604101,62201,1195,Low Income,Yes,No,Yes,District 2,City of Lawndale,SPA 8 - South Bay,3200,5197447.734375,9593.58265901255
06037604102,89347,759,Low Income,No,No,Yes,District 2,City of Lawndale,SPA 8 - South Bay,3201,5705463.50097656,12008.6113812108
06037604200,65625,1659,Low Income,Yes,No,Yes,District 2,City of Inglewood,SPA 8 - South Bay,3202,13449760.9140625,17675.6173949716
06037609900,77059,644,Low Income,Yes,No,Yes,District 4,Unincorporated - La Rambla,SPA 8 - South Bay,3203,5516526.02636719,12905.4290369088
06037620001,132153,1521,Above Moderate Income,No,No,No,District 2,City of El Segundo,SPA 8 - South Bay,3204,12802240.8818359,14702.1008885806
06037620002,115000,1456,Above Moderate Income,No,No,No,District 2,City of El Segundo,SPA 8 - South Bay,3205,12754489.1269531,15822.0755906778
06037620101,101389,2038,Above Moderate Income,No,No,No,District 2,City of El Segundo,SPA 8 - South Bay,3206,14563830.0195313,16145.5843635476
06037620102,123167,1630,Above Moderate Income,No,No,No,District 2,City of El Segundo,SPA 8 - South Bay,3207,9388354.04199219,16010.84488915
